,pld (A),lcd (A),void_fraction,asa (A^2),av (A^3),max_metal_coordination_n
23,0.012342804664189405,-0.0011584228951418073,-0.0007934499635981,0.038584179097890685,0.02894440274503406,-0.00711518669314757
24,0.03979007552357427,-0.006456599452050386,0.03541277012819777,0.03752740561887337,0.007428987329358769,0.02554563220263397
25,-0.01343954593041053,0.004435821283834932,-0.004092261067196417,0.010359881788349158,0.0003085288453889693,0.005333280718675572
26,-0.040551071136629674,0.002740067629744821,-0.0023255192093634435,0.003448140346081371,-0.00028963237326656393,-0.01208694371595106
27,-0.06060361312649175,-0.01071757970585916,-0.009560943483900216,0.014658199192674873,0.0013872915269378453,-0.01510997412015831
28,0.14922496222729922,0.12533707093538876,0.0006903443196166724,0.007333406890632017,0.0021649909486971745,0.028509710317549657
29,-0.07437523645042363,-0.022709623199944236,-0.031293250815318086,-0.11473545614877993,-0.07981602259919018,0.0016002977636387912
30,0.020163877174465054,0.03391317327264463,0.1005802705505898,0.03660263236396349,0.03746173835822956,0.010183909353145278
31,0.01933995787411291,-0.00780053524625619,0.0199656276781453,-0.019154332739869807,-0.014733154670786995,0.04708272135725044
32,-0.011756321692377612,-0.039476301708845814,0.03932699650018572,-0.02930700772557074,0.002044379519622983,0.018574202417857896
33,0.005890467623680222,0.021632539046308324,-0.07865106806531373,0.01821628575066191,0.04217787702124021,0.05797658274237218
34,0.008916259254493254,-0.026352220963862066,0.027751063007170333,0.012555079205957623,0.013912619803605118,0.007398281012299932
35,0.018070339293113555,0.07519862035312289,0.05304860582862439,0.021664656768971686,0.010545939307192432,0.058598096007586316
36,0.12327520399373917,0.06549158009329414,0.0028739004095029446,0.01933813905759969,0.006410009733371466,0.08183201465267288
37,-0.022446868034162158,-0.027562846880201438,-0.028361312321311675,-0.023819143130808466,-0.0025475690725196205,0.026979385602439614
38,-0.06031950304015235,-0.03854761177330615,-0.007093903517381851,0.0028733257425804536,-0.00040569090913882493,-0.08980479414944112
39,0.022327259601854884,-0.024949613868182705,-0.005269620346882632,0.018593258445424653,0.02889706826971209,-0.0079642418329732
40,0.05810577098743858,0.024447903156791802,0.021246229925611506,0.03029694226543768,0.07701769301022887,0.022301429371900675
41,0.003570980735488805,-0.03492129854219957,-0.024555841839882953,-0.0406685415149275,-0.049940745124709585,0.016450671243938755
42,0.015306727779973895,0.022664344162228397,-0.0035031741814109726,0.007610418853534799,0.02948609807104151,0.018371794097729002
43,0.018201500443331662,0.006605860966969181,0.03478621728385611,-0.0004096130779710953,0.036228758125048374,0.017942727473778904
44,0.013826265511647765,0.1332579737179309,0.004792237496386226,0.026053887046849133,0.012119762942704799,0.01404622867618734
45,-0.04441929348741198,-0.04969205808850531,-0.031235465297968883,-0.018011587283580804,-0.006971341867713371,-0.05501592722118675
46,0.005279072372042941,0.024351576308551275,0.048646275500348675,0.03216988234337845,0.0604199201579162,-0.004894228027381066
47,0.03704438114275021,-0.00452727400908996,0.09159103135557546,0.0074507066921180665,0.02883243000634751,0.060722490028552546
48,-0.027775562773679607,-0.06067766330566352,-0.05858433233494871,-0.04670347520097084,0.009939962693997339,-0.016216710611056957
49,-0.045075262401754176,-0.03116008320543649,0.002642598112741541,-0.08572169185345596,-0.026069606031235447,0.011694532143523666
